Unnamed: 0,date,contents,speaker,title,SPY: d-1,SPY: d+0,SPY: d+1,SPY: d+2,SPY: d+3,SPY: d+4,SPY: d+5,SPY: d+6,SPY: d+7,SPY: d+8,SPY: d+9,SPY: d+10,SPY: d+11,SPY: d+12,SPY: d+13,SPY: d+14
0,1994-02-04,"

[SECTION]

Chairman Alan Greenspan announced today that the Federal Open Market Committee decided to increase slightly the degree of pressure on reserve positions. The action is expected to be associated with a small increase in short-term money market interest rates.

[SECTION]

The decision was taken to move toward a less accommodative stance in monetary policy in order to sustain and enhance the economic expansion.

[SECTION]

Chairman Greenspan decided to announce this action immediately so as to avoid any misunderstanding of the Committee's purposes, given the fact that this is the first firming of reserve market conditions by the Committee since early 1989.

[SECTION]

",Alan Greenspan,FOMC Statement,25.86431884765625,26.137704849243164,26.2470760345459,26.22884178161621,26.22884178161621,26.04656982421875,26.08302879333496,26.21061515808105,26.010128021240234,25.353931427001957,25.33570671081543,25.317487716674805,25.40862274169922,25.4997615814209,25.48152732849121,25.80963134765625
1,1994-03-22,"

[SECTION]

Chairman Alan Greenspan announced today that the Federal Open Market Committee decided to increase slightly the degree of pressure on reserve positions. This action is expected to be associated with a small increase in short-term money market interest rates.

[SECTION]

",Alan Greenspan,FOMC Statement,26.242839813232425,26.297780990600582,26.297780990600582,26.46260070800781,26.316102981567383,26.42597198486328,26.49921989440918,26.48090171813965,26.38934326171875,25.839956283569336,25.968130111694336,25.894895553588867,25.986469268798828,25.94983291625977,26.316102981567383,26.37102699279785
2,1994-04-18,"

[SECTION]

Chairman Alan Greenspan announced today that the Federal Reserve will increase slightly the degree of pressure on reserve positions. This action is expected to be associated with a small increase in short-term money market interest rates.

[SECTION]

",Alan Greenspan,FOMC Statement,25.87657356262207,25.85826301574707,26.38934326171875,26.46260070800781,26.224523544311523,26.33440971374512,26.38934326171875,26.718982696533203,26.627410888671875,26.49921989440918,26.7556266784668,26.718982696533203,26.627410888671875,26.53584861755371,26.444286346435547,26.20621490478516
3,1994-05-17,"

[SECTION]

The Federal Reserve today announced two actions designed to maintain favorable trends in inflation and thereby sustain the economic expansion.

[SECTION]

The Board approved an increase in the discount rate from 3 percent to 3-1/2 percent, effective immediately, and the Federal Open Market Committee agreed that this increase should be allowed to show through completely into interest rates in reserve markets.

[SECTION]

These actions, combined with the three adjustments initiated earlier this year by the FOMC, substantially remove the degree of monetary accommodation which prevailed throughout 1993. As always, the Federal Reserve will continue to monitor economic and financial developments to judge the appropriate stance of monetary policy.

[SECTION]

In taking the discount action, the Board approved requests submitted by the Boards of Directors of eleven Federal Reserve Banks -- Boston, New York, Philadelphia, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas and San Francisco. The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve Bank.

[SECTION]

",Alan Greenspan,FOMC Statement,26.096847534179688,26.170629501342773,26.46571922302246,26.539493560791016,26.52104949951172,26.50260353088379,26.59480857849121,26.484146118164062,26.410383224487305,26.39193725585937,26.46571922302246,26.447269439697266,26.26284408569336,26.39193725585937,26.539493560791016,26.52104949951172
4,1994-08-16,"

[SECTION]

The Federal Reserve announced today the following monetary policy actions:

[SECTION]

These measures were taken against the background of evidence of continuing strength in the economic expansion and high levels of resource utilization. The actions are intended to keep inflationary pressures contained, and thereby foster sustainable economic growth.

[SECTION]

The Federal Reserve will continue to monitor economic and financial developments to gauge the appropriate stance of policy. But these actions are expected to be sufficient, at least for a time, to meet the objective of sustained, noninflationary growth.

[SECTION]

In taking the discount rate action, the Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Richmond, Kansas City, and Dallas. The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve Banks.

[SECTION]

",Alan Greenspan,FOMC Statement,26.77924919128418,26.87147331237793,27.01900100708008,27.01900100708008,27.037450790405277,26.98211479187012,27.277196884155277,27.295652389526367,27.31409072875977,27.295652389526367,27.40631866455078,27.48008728027344,27.443204879760746,27.350975036621094,27.369415283203125,27.184986114501957
5,1994-11-15,"

[SECTION]

The Federal Reserve Board today approved an increase in the discount rate from 4 percent to 4 3/4 percent, effective immediately.

[SECTION]

In a related move, the Federal Open Market Committee decided that the increase in the discount rate should be reflected fully in interest rates in reserve markets.

[SECTION]

These measures were taken against the background of evidence of persistent strength in economic activity and high and rising levels of resource utilization. In these circumstances, the Federal Reserve views these actions as necessary to keep inflation contained, and thereby foster sustainable economic growth.

[SECTION]

In taking the discount rate action, the Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, St. Louis, and Kansas City. The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve banks.

[SECTION]

",Alan Greenspan,FOMC Statement,26.98320770263672,26.89043426513672,27.113126754760746,27.261592864990234,27.18734169006348,27.484285354614254,27.42860984802246,27.335817337036133,27.28013801574707,27.410045623779297,27.447179794311523,27.410045623779297,27.39149284362793,27.317251205444336,27.3543643951416,27.410045623779297
6,1995-02-01,"

[SECTION]

For immediate release

[SECTION]

The Federal Reserve Board today approved an increase in the discount rate from 4 3/4 percent to 5 1/4 percent, effective immediately.

[SECTION]

In a related move, the Federal Open Market Committee agreed that this increase should be reflected fully in interest rates in the reserve markets.

[SECTION]

Despite tentative signs of some moderation in growth, economic activity has continued to advance at a substantial pace, while resource utilization has risen further. In these circumstances, the Federal Reserve views these actions as necessary to keep inflation contained, and thereby foster sustainable economic growth.

[SECTION]

In taking the discount action, the Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Richmond, Chicago, St. Louis, Kansas City and San Francisco. The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve Banks.

[SECTION]

",Alan Greenspan,FOMC Statement,27.651294708251957,27.78120803833008,27.63274383544922,27.55850601196289,27.502838134765625,27.335817337036133,27.484285354614254,27.59561920166016,27.614181518554688,27.502838134765625,27.521394729614254,27.55850601196289,27.63274383544922,27.744089126586918,27.83688163757324,27.818323135375977
7,1995-07-06,"

[SECTION]

For immediate release

[SECTION]

Chairman Alan Greenspan announced today that the Federal Open Market Committee decided to decrease slightly the degree of pressure on bank reserve positions.

[SECTION]

As a result of the monetary tightening initiated in early 1994, inflationary pressures have receded enough to accommodate a modest adjustment in monetary conditions.

[SECTION]

Today's action will be reflected in a 25 basis point decline in the federal funds rate from about 6 percent to about 5-3/4 percent.

[SECTION]

",Alan Greenspan,FOMC Statement,27.87795639038086,27.78451919555664,27.971385955810547,27.95268440246582,28.10217666625977,28.15822410583496,28.1208553314209,28.00875663757324,27.85927963256836,27.78451919555664,27.89664077758789,27.95268440246582,27.95268440246582,28.1208553314209,28.45718765258789,28.4011173248291
8,1995-12-19,"

[SECTION]

For immediate release

[SECTION]

Chairman Alan Greenspan announced today that the Federal Open Market Committee decided to decrease slightly the degree of pressure on reserve positions.

[SECTION]

Since the last easing of monetary policy in July, inflation has been somewhat more favorable than anticipated, and this result along with an associated moderation in inflation expectations warrants a modest easing in monetary conditions.

[SECTION]

This action is expected to be reflected in a decline in the federal funds rate of 25 basis points, from about 5 3/4 percent to about 5 1/2 percent.

[SECTION]

",Alan Greenspan,FOMC Statement,28.737455368041992,28.0835018157959,28.21428871154785,28.23296165466309,28.34509658813477,28.10217666625977,28.19559669494629,28.23296165466309,28.382444381713867,28.36376953125,28.19559669494629,28.027442932128903,28.30770874023437,28.23296165466309,27.85927963256836,27.99005699157715
9,1996-01-31,"For immediate release







The Federal Reserve today announced the following policy 
actions:


The Board of Governors approved a reduction in the discount rate from 
5-1/4 percent to 5 percent, effective immediately.

In a related move, the Federal Open Market Committee agreed that the 
reduction would be reflected fully in interest rates in
the reserve markets. This is expected to result in a reduction in the 
federal funds rate of 25 basis points, from about 5-1/2
percent to about 5-1/4 percent.



Moderating economic expansion in recent months has reduced potential
inflationary pressures going forward. With price and cost trends
already subdued, a slight easing of monetary policy is consistent with
contained inflation and sustainable growth.



In taking the discount action, the Board approved requests submitted
by the Boards of Directors of the Federal Reserve Banks of New York,
Philadelphia, Cleveland, Atlanta, Minneapolis, and Dallas.


 





1996 Monetary policy



Last update: March 16, 2001

[SECTION]

For immediate release







The Federal Reserve today announced the following policy 
actions:


The Board of Governors approved a reduction in the discount rate from 
5-1/4 percent to 5 percent, effective immediately.

In a related move, the Federal Open Market Committee agreed that the 
reduction would be reflected fully in interest rates in
the reserve markets. This is expected to result in a reduction in the 
federal funds rate of 25 basis points, from about 5-1/2
percent to about 5-1/4 percent.



Moderating economic expansion in recent months has reduced potential
inflationary pressures going forward. With price and cost trends
already subdued, a slight easing of monetary policy is consistent with
contained inflation and sustainable growth.



In taking the discount action, the Board approved requests submitted
by the Boards of Directors of the Federal Reserve Banks of New York,
Philadelphia, Cleveland, Atlanta, Minneapolis, and Dallas.


 





1996 Monetary policy



Last update: March 16, 2001

[SECTION]

The Federal Reserve today announced the following policy 
actions:


The Board of Governors approved a reduction in the discount rate from 
5-1/4 percent to 5 percent, effective immediately.

In a related move, the Federal Open Market Committee agreed that the 
reduction would be reflected fully in interest rates in
the reserve markets. This is expected to result in a reduction in the 
federal funds rate of 25 basis points, from about 5-1/2
percent to about 5-1/4 percent.



Moderating economic expansion in recent months has reduced potential
inflationary pressures going forward. With price and cost trends
already subdued, a slight easing of monetary policy is consistent with
contained inflation and sustainable growth.



In taking the discount action, the Board approved requests submitted
by the Boards of Directors of the Federal Reserve Banks of New York,
Philadelphia, Cleveland, Atlanta, Minneapolis, and Dallas.


 





1996 Monetary policy



Last update: March 16, 2001

[SECTION]

In taking the discount action, the Board approved requests submitted
by the Boards of Directors of the Federal Reserve Banks of New York,
Philadelphia, Cleveland, Atlanta, Minneapolis, and Dallas.

[SECTION]

1996 Monetary policy



Last update: March 16, 2001",Alan Greenspan,FOMC Statement,28.170320510864254,28.245508193969727,28.226715087890625,27.888431549072266,27.625324249267575,27.66291618347168,27.117929458618164,26.742074966430664,26.817235946655277,26.40380859375,26.948806762695312,26.948806762695312,27.08032989501953,26.873624801635746,26.98638153076172,26.948806762695312
