date,contents,speaker,title,cleaned content,SPY: d-1,SPY: d+0,SPY: d+1,SPY: d+2,SPY: d+3,SPY: d+4,SPY: d+5,SPY: d+6,SPY: d+7,SPY: d+8,SPY: d+9,SPY: d+10,SPY: d+11,SPY: d+12,SPY: d+13,SPY: d+14,^TNX: d-1,^TNX: d+0
1994-02-04,"

[SECTION]

Chairman Alan Greenspan announced today that the Federal Open Market Committee decided to increase slightly the degree of pressure on reserve positions. The action is expected to be associated with a small increase in short-term money market interest rates.

[SECTION]

The decision was taken to move toward a less accommodative stance in monetary policy in order to sustain and enhance the economic expansion.

[SECTION]

Chairman Greenspan decided to announce this action immediately so as to avoid any misunderstanding of the Committee's purposes, given the fact that this is the first firming of reserve market conditions by the Committee since early 1989.

[SECTION]

",Alan Greenspan,FOMC Statement,"['SECTION', 'Chairman', 'Alan', 'Greenspan', 'announced', 'today', 'Federal', 'Open', 'Market', 'Committee', 'decided', 'increase', 'slightly', 'degree', 'pressure', 'reserve', 'position', 'action', 'expected', 'associated', 'small', 'increase', 'short-term', 'money', 'market', 'interest', 'rate', 'SECTION', 'decision', 'taken', 'move', 'toward', 'le', 'accommodative', 'stance', 'monetary', 'policy', 'order', 'sustain', 'enhance', 'economic', 'expansion', 'SECTION', 'Chairman', 'Greenspan', 'decided', 'announce', 'action', 'immediately', 'avoid', 'misunderstanding', 'Committee', ""'s"", 'purpose', 'given', 'fact', 'first', 'firming', 'reserve', 'market', 'condition', 'Committee', 'since', 'early', '1989', 'SECTION']",28.73746681213379,28.08349609375,28.214290618896484,28.23296356201172,28.345083236694336,28.10218048095703,28.195600509643555,28.23296356201172,28.382442474365234,28.363773345947266,28.195600509643555,28.027442932128903,28.30770874023437,28.23296356201172,27.85926818847656,27.990062713623047,5.757999897003174,5.888000011444092
1994-03-22,"

[SECTION]

Chairman Alan Greenspan announced today that the Federal Open Market Committee decided to increase slightly the degree of pressure on reserve positions. This action is expected to be associated with a small increase in short-term money market interest rates.

[SECTION]

",Alan Greenspan,FOMC Statement,"['SECTION', 'Chairman', 'Alan', 'Greenspan', 'announced', 'today', 'Federal', 'Open', 'Market', 'Committee', 'decided', 'increase', 'slightly', 'degree', 'pressure', 'reserve', 'position', 'action', 'expected', 'associated', 'small', 'increase', 'short-term', 'money', 'market', 'interest', 'rate', 'SECTION']",28.170324325561523,28.245500564575195,28.226707458496094,27.888437271118164,27.62532615661621,27.66293334960937,27.117921829223636,26.74207305908203,26.81724548339844,26.40380096435547,26.94879722595215,26.94879722595215,27.080345153808597,26.87361717224121,26.986377716064453,26.94879722595215,6.537000179290772,6.434999942779541
1994-04-18,"

[SECTION]

Chairman Alan Greenspan announced today that the Federal Reserve will increase slightly the degree of pressure on reserve positions. This action is expected to be associated with a small increase in short-term money market interest rates.

[SECTION]

",Alan Greenspan,FOMC Statement,"['SECTION', 'Chairman', 'Alan', 'Greenspan', 'announced', 'today', 'Federal', 'Reserve', 'increase', 'slightly', 'degree', 'pressure', 'reserve', 'position', 'action', 'expected', 'associated', 'small', 'increase', 'short-term', 'money', 'market', 'interest', 'rate', 'SECTION']",26.81724548339844,26.638710021972656,26.676292419433597,26.64811134338379,27.00515556335449,26.976991653442383,27.25886344909668,27.230688095092773,27.033370971679688,27.117921829223636,27.28706169128418,27.25886344909668,27.211891174316406,27.1743106842041,26.91122055053711,26.676292419433597,6.947999954223633,7.117000102996826
1994-05-17,"

[SECTION]

The Federal Reserve today announced two actions designed to maintain favorable trends in inflation and thereby sustain the economic expansion.

[SECTION]

The Board approved an increase in the discount rate from 3 percent to 3-1/2 percent, effective immediately, and the Federal Open Market Committee agreed that this increase should be allowed to show through completely into interest rates in reserve markets.

[SECTION]

These actions, combined with the three adjustments initiated earlier this year by the FOMC, substantially remove the degree of monetary accommodation which prevailed throughout 1993. As always, the Federal Reserve will continue to monitor economic and financial developments to judge the appropriate stance of monetary policy.

[SECTION]

In taking the discount action, the Board approved requests submitted by the Boards of Directors of eleven Federal Reserve Banks -- Boston, New York, Philadelphia, Richmond, Atlanta, Chicago, St. Louis, Minneapolis, Kansas City, Dallas and San Francisco. The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve Bank.

[SECTION]

",Alan Greenspan,FOMC Statement,"['SECTION', 'Federal', 'Reserve', 'today', 'announced', 'two', 'action', 'designed', 'maintain', 'favorable', 'trend', 'inflation', 'thereby', 'sustain', 'economic', 'expansion', 'SECTION', 'Board', 'approved', 'increase', 'discount', 'rate', '3', 'percent', '3-1/2', 'percent', 'effective', 'immediately', 'Federal', 'Open', 'Market', 'Committee', 'agreed', 'increase', 'allowed', 'show', 'completely', 'interest', 'rate', 'reserve', 'market', 'SECTION', 'action', 'combined', 'three', 'adjustment', 'initiated', 'earlier', 'year', 'FOMC', 'substantially', 'remove', 'degree', 'monetary', 'accommodation', 'prevailed', 'throughout', '1993', 'always', 'Federal', 'Reserve', 'continue', 'monitor', 'economic', 'financial', 'development', 'judge', 'appropriate', 'stance', 'monetary', 'policy', 'SECTION', 'taking', 'discount', 'action', 'Board', 'approved', 'request', 'submitted', 'Boards', 'Directors', 'eleven', 'Federal', 'Reserve', 'Banks', '--', 'Boston', 'New', 'York', 'Philadelphia', 'Richmond', 'Atlanta', 'Chicago', 'St.', 'Louis', 'Minneapolis', 'Kansas', 'City', 'Dallas', 'San', 'Francisco', 'discount', 'rate', 'interest', 'rate', 'charged', 'depository', 'institution', 'borrow', 'district', 'Federal', 'Reserve', 'Bank', 'SECTION']",26.779651641845703,27.1743106842041,27.37163734436035,27.50318145751953,27.39981460571289,27.352842330932617,27.46560478210449,27.54076194763184,27.55955696105957,27.58775520324707,27.550159454345703,27.67231559753418,27.644126892089844,27.80385971069336,27.79447555541992,27.75687026977539,7.23199987411499,7.085999965667725
1994-08-16,"

[SECTION]

The Federal Reserve announced today the following monetary policy actions:

[SECTION]

These measures were taken against the background of evidence of continuing strength in the economic expansion and high levels of resource utilization. The actions are intended to keep inflationary pressures contained, and thereby foster sustainable economic growth.

[SECTION]

The Federal Reserve will continue to monitor economic and financial developments to gauge the appropriate stance of policy. But these actions are expected to be sufficient, at least for a time, to meet the objective of sustained, noninflationary growth.

[SECTION]

In taking the discount rate action, the Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Richmond, Kansas City, and Dallas. The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve Banks.

[SECTION]

",Alan Greenspan,FOMC Statement,"['SECTION', 'Federal', 'Reserve', 'announced', 'today', 'following', 'monetary', 'policy', 'action', 'SECTION', 'measure', 'taken', 'background', 'evidence', 'continuing', 'strength', 'economic', 'expansion', 'high', 'level', 'resource', 'utilization', 'action', 'intended', 'keep', 'inflationary', 'pressure', 'contained', 'thereby', 'foster', 'sustainable', 'economic', 'growth', 'SECTION', 'Federal', 'Reserve', 'continue', 'monitor', 'economic', 'financial', 'development', 'gauge', 'appropriate', 'stance', 'policy', 'action', 'expected', 'sufficient', 'least', 'time', 'meet', 'objective', 'sustained', 'noninflationary', 'growth', 'SECTION', 'taking', 'discount', 'rate', 'action', 'Board', 'approved', 'request', 'submitted', 'Boards', 'Directors', 'Federal', 'Reserve', 'Banks', 'Boston', 'New', 'York', 'Richmond', 'Kansas', 'City', 'Dallas', 'discount', 'rate', 'interest', 'rate', 'charged', 'depository', 'institution', 'borrow', 'district', 'Federal', 'Reserve', 'Banks', 'SECTION']",28.034971237182617,28.23360252380371,28.21468162536621,28.120092391967773,28.101198196411133,28.072816848754883,28.23360252380371,28.536277770996094,28.46060562133789,28.8673152923584,28.84840202331543,28.924081802368164,28.84840202331543,28.75383186340332,28.6308708190918,28.64033508300781,7.285999774932861,7.170000076293945
1994-11-15,"

[SECTION]

The Federal Reserve Board today approved an increase in the discount rate from 4 percent to 4 3/4 percent, effective immediately.

[SECTION]

In a related move, the Federal Open Market Committee decided that the increase in the discount rate should be reflected fully in interest rates in reserve markets.

[SECTION]

These measures were taken against the background of evidence of persistent strength in economic activity and high and rising levels of resource utilization. In these circumstances, the Federal Reserve views these actions as necessary to keep inflation contained, and thereby foster sustainable economic growth.

[SECTION]

In taking the discount rate action, the Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of New York, St. Louis, and Kansas City. The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve banks.

[SECTION]

",Alan Greenspan,FOMC Statement,"['SECTION', 'Federal', 'Reserve', 'Board', 'today', 'approved', 'increase', 'discount', 'rate', '4', 'percent', '4', '3/4', 'percent', 'effective', 'immediately', 'SECTION', 'related', 'move', 'Federal', 'Open', 'Market', 'Committee', 'decided', 'increase', 'discount', 'rate', 'reflected', 'fully', 'interest', 'rate', 'reserve', 'market', 'SECTION', 'measure', 'taken', 'background', 'evidence', 'persistent', 'strength', 'economic', 'activity', 'high', 'rising', 'level', 'resource', 'utilization', 'circumstance', 'Federal', 'Reserve', 'view', 'action', 'necessary', 'keep', 'inflation', 'contained', 'thereby', 'foster', 'sustainable', 'economic', 'growth', 'SECTION', 'taking', 'discount', 'rate', 'action', 'Board', 'approved', 'request', 'submitted', 'Boards', 'Directors', 'Federal', 'Reserve', 'Banks', 'New', 'York', 'St.', 'Louis', 'Kansas', 'City', 'discount', 'rate', 'interest', 'rate', 'charged', 'depository', 'institution', 'borrow', 'district', 'Federal', 'Reserve', 'bank', 'SECTION']",28.52903175354004,28.43387985229492,28.52903175354004,28.338701248168945,28.30066299438477,28.0151481628418,27.406145095825195,27.55840492248535,27.69162940979004,27.815340042114254,27.805818557739254,27.76775932312012,27.49178695678711,27.74872589111328,27.77728080749512,27.796287536621094,7.925000190734863,7.89300012588501
1995-02-01,"

[SECTION]

For immediate release

[SECTION]

The Federal Reserve Board today approved an increase in the discount rate from 4 3/4 percent to 5 1/4 percent, effective immediately.

[SECTION]

In a related move, the Federal Open Market Committee agreed that this increase should be reflected fully in interest rates in the reserve markets.

[SECTION]

Despite tentative signs of some moderation in growth, economic activity has continued to advance at a substantial pace, while resource utilization has risen further. In these circumstances, the Federal Reserve views these actions as necessary to keep inflation contained, and thereby foster sustainable economic growth.

[SECTION]

In taking the discount action, the Board approved requests submitted by the Boards of Directors of the Federal Reserve Banks of Boston, New York, Richmond, Chicago, St. Louis, Kansas City and San Francisco. The discount rate is the interest rate that is charged depository institutions when they borrow from their district Federal Reserve Banks.

[SECTION]

",Alan Greenspan,FOMC Statement,"['SECTION', 'immediate', 'release', 'SECTION', 'Federal', 'Reserve', 'Board', 'today', 'approved', 'increase', 'discount', 'rate', '4', '3/4', 'percent', '5', '1/4', 'percent', 'effective', 'immediately', 'SECTION', 'related', 'move', 'Federal', 'Open', 'Market', 'Committee', 'agreed', 'increase', 'reflected', 'fully', 'interest', 'rate', 'reserve', 'market', 'SECTION', 'Despite', 'tentative', 'sign', 'moderation', 'growth', 'economic', 'activity', 'continued', 'advance', 'substantial', 'pace', 'resource', 'utilization', 'risen', 'circumstance', 'Federal', 'Reserve', 'view', 'action', 'necessary', 'keep', 'inflation', 'contained', 'thereby', 'foster', 'sustainable', 'economic', 'growth', 'SECTION', 'taking', 'discount', 'action', 'Board', 'approved', 'request', 'submitted', 'Boards', 'Directors', 'Federal', 'Reserve', 'Banks', 'Boston', 'New', 'York', 'Richmond', 'Chicago', 'St.', 'Louis', 'Kansas', 'City', 'San', 'Francisco', 'discount', 'rate', 'interest', 'rate', 'charged', 'depository', 'institution', 'borrow', 'district', 'Federal', 'Reserve', 'Banks', 'SECTION']",28.909969329833984,28.90037727355957,29.07303047180176,29.48548126220703,29.610183715820312,29.6485538482666,29.6485538482666,29.6485538482666,29.68690299987793,29.696495056152344,29.73488426208496,29.897930145263672,29.859561920166016,29.744468688964844,29.73488426208496,29.95548248291016,7.592999935150146,7.638000011444092
1995-07-06,"

[SECTION]

For immediate release

[SECTION]

Chairman Alan Greenspan announced today that the Federal Open Market Committee decided to decrease slightly the degree of pressure on bank reserve positions.

[SECTION]

As a result of the monetary tightening initiated in early 1994, inflationary pressures have receded enough to accommodate a modest adjustment in monetary conditions.

[SECTION]

Today's action will be reflected in a 25 basis point decline in the federal funds rate from about 6 percent to about 5-3/4 percent.

[SECTION]

",Alan Greenspan,FOMC Statement,"['SECTION', 'immediate', 'release', 'SECTION', 'Chairman', 'Alan', 'Greenspan', 'announced', 'today', 'Federal', 'Open', 'Market', 'Committee', 'decided', 'decrease', 'slightly', 'degree', 'pressure', 'bank', 'reserve', 'position', 'SECTION', 'result', 'monetary', 'tightening', 'initiated', 'early', '1994', 'inflationary', 'pressure', 'receded', 'enough', 'accommodate', 'modest', 'adjustment', 'monetary', 'condition', 'SECTION', 'Today', ""'s"", 'action', 'reflected', '25', 'basis', 'point', 'decline', 'federal', 'fund', 'rate', '6', 'percent', '5-3/4', 'percent', 'SECTION']",34.029151916503906,34.46568298339844,34.62087631225586,34.64029312133789,34.47539520263672,34.90222930908203,34.824607849121094,34.79551696777344,34.989501953125,34.68878936767578,34.310482025146484,34.43660354614258,34.39778137207031,34.649986267089844,34.91191482543945,34.88279724121094,6.177999973297119,6.043000221252441
1995-12-19,"

[SECTION]

For immediate release

[SECTION]

Chairman Alan Greenspan announced today that the Federal Open Market Committee decided to decrease slightly the degree of pressure on reserve positions.

[SECTION]

Since the last easing of monetary policy in July, inflation has been somewhat more favorable than anticipated, and this result along with an associated moderation in inflation expectations warrants a modest easing in monetary conditions.

[SECTION]

This action is expected to be reflected in a decline in the federal funds rate of 25 basis points, from about 5 3/4 percent to about 5 1/2 percent.

[SECTION]

",Alan Greenspan,FOMC Statement,"['SECTION', 'immediate', 'release', 'SECTION', 'Chairman', 'Alan', 'Greenspan', 'announced', 'today', 'Federal', 'Open', 'Market', 'Committee', 'decided', 'decrease', 'slightly', 'degree', 'pressure', 'reserve', 'position', 'SECTION', 'Since', 'last', 'easing', 'monetary', 'policy', 'July', 'inflation', 'somewhat', 'favorable', 'anticipated', 'result', 'along', 'associated', 'moderation', 'inflation', 'expectation', 'warrant', 'modest', 'easing', 'monetary', 'condition', 'SECTION', 'action', 'expected', 'reflected', 'decline', 'federal', 'fund', 'rate', '25', 'basis', 'point', '5', '3/4', 'percent', '5', '1/2', 'percent', 'SECTION']",38.07257080078125,38.4748649597168,38.10197448730469,38.2982292175293,38.43562316894531,38.622047424316406,38.6024284362793,38.56317901611328,38.61223602294922,39.02436828613281,39.13230895996094,38.75942993164063,38.6809196472168,38.8281135559082,38.160888671875,37.66042709350586,5.841000080108643,5.73199987411499
1996-01-31,"For immediate release







The Federal Reserve today announced the following policy 
actions:


The Board of Governors approved a reduction in the discount rate from 
5-1/4 percent to 5 percent, effective immediately.

In a related move, the Federal Open Market Committee agreed that the 
reduction would be reflected fully in interest rates in
the reserve markets. This is expected to result in a reduction in the 
federal funds rate of 25 basis points, from about 5-1/2
percent to about 5-1/4 percent.



Moderating economic expansion in recent months has reduced potential
inflationary pressures going forward. With price and cost trends
already subdued, a slight easing of monetary policy is consistent with
contained inflation and sustainable growth.



In taking the discount action, the Board approved requests submitted
by the Boards of Directors of the Federal Reserve Banks of New York,
Philadelphia, Cleveland, Atlanta, Minneapolis, and Dallas.


 





1996 Monetary policy



Last update: March 16, 2001

[SECTION]

For immediate release







The Federal Reserve today announced the following policy 
actions:


The Board of Governors approved a reduction in the discount rate from 
5-1/4 percent to 5 percent, effective immediately.

In a related move, the Federal Open Market Committee agreed that the 
reduction would be reflected fully in interest rates in
the reserve markets. This is expected to result in a reduction in the 
federal funds rate of 25 basis points, from about 5-1/2
percent to about 5-1/4 percent.



Moderating economic expansion in recent months has reduced potential
inflationary pressures going forward. With price and cost trends
already subdued, a slight easing of monetary policy is consistent with
contained inflation and sustainable growth.



In taking the discount action, the Board approved requests submitted
by the Boards of Directors of the Federal Reserve Banks of New York,
Philadelphia, Cleveland, Atlanta, Minneapolis, and Dallas.


 





1996 Monetary policy



Last update: March 16, 2001

[SECTION]

The Federal Reserve today announced the following policy 
actions:


The Board of Governors approved a reduction in the discount rate from 
5-1/4 percent to 5 percent, effective immediately.

In a related move, the Federal Open Market Committee agreed that the 
reduction would be reflected fully in interest rates in
the reserve markets. This is expected to result in a reduction in the 
federal funds rate of 25 basis points, from about 5-1/2
percent to about 5-1/4 percent.



Moderating economic expansion in recent months has reduced potential
inflationary pressures going forward. With price and cost trends
already subdued, a slight easing of monetary policy is consistent with
contained inflation and sustainable growth.



In taking the discount action, the Board approved requests submitted
by the Boards of Directors of the Federal Reserve Banks of New York,
Philadelphia, Cleveland, Atlanta, Minneapolis, and Dallas.


 





1996 Monetary policy



Last update: March 16, 2001

[SECTION]

In taking the discount action, the Board approved requests submitted
by the Boards of Directors of the Federal Reserve Banks of New York,
Philadelphia, Cleveland, Atlanta, Minneapolis, and Dallas.

[SECTION]

1996 Monetary policy



Last update: March 16, 2001",Alan Greenspan,FOMC Statement,"['immediate', 'release', 'Federal', 'Reserve', 'today', 'announced', 'following', 'policy', 'action', 'Board', 'Governors', 'approved', 'reduction', 'discount', 'rate', '5-1/4', 'percent', '5', 'percent', 'effective', 'immediately', 'related', 'move', 'Federal', 'Open', 'Market', 'Committee', 'agreed', 'reduction', 'would', 'reflected', 'fully', 'interest', 'rate', 'reserve', 'market', 'expected', 'result', 'reduction', 'federal', 'fund', 'rate', '25', 'basis', 'point', '5-1/2', 'percent', '5-1/4', 'percent', 'Moderating', 'economic', 'expansion', 'recent', 'month', 'reduced', 'potential', 'inflationary', 'pressure', 'going', 'forward', 'price', 'cost', 'trend', 'already', 'subdued', 'slight', 'easing', 'monetary', 'policy', 'consistent', 'contained', 'inflation', 'sustainable', 'growth', 'taking', 'discount', 'action', 'Board', 'approved', 'request', 'submitted', 'Boards', 'Directors', 'Federal', 'Reserve', 'Banks', 'New', 'York', 'Philadelphia', 'Cleveland', 'Atlanta', 'Minneapolis', 'Dallas', '1996', 'Monetary', 'policy', 'Last', 'update', 'March', '16', '2001', 'SECTION', 'immediate', 'release', 'Federal', 'Reserve', 'today', 'announced', 'following', 'policy', 'action', 'Board', 'Governors', 'approved', 'reduction', 'discount', 'rate', '5-1/4', 'percent', '5', 'percent', 'effective', 'immediately', 'related', 'move', 'Federal', 'Open', 'Market', 'Committee', 'agreed', 'reduction', 'would', 'reflected', 'fully', 'interest', 'rate', 'reserve', 'market', 'expected', 'result', 'reduction', 'federal', 'fund', 'rate', '25', 'basis', 'point', '5-1/2', 'percent', '5-1/4', 'percent', 'Moderating', 'economic', 'expansion', 'recent', 'month', 'reduced', 'potential', 'inflationary', 'pressure', 'going', 'forward', 'price', 'cost', 'trend', 'already', 'subdued', 'slight', 'easing', 'monetary', 'policy', 'consistent', 'contained', 'inflation', 'sustainable', 'growth', 'taking', 'discount', 'action', 'Board', 'approved', 'request', 'submitted', 'Boards', 'Directors', 'Federal', 'Reserve', 'Banks', 'New', 'York', 'Philadelphia', 'Cleveland', 'Atlanta', 'Minneapolis', 'Dallas', '1996', 'Monetary', 'policy', 'Last', 'update', 'March', '16', '2001', 'SECTION', 'Federal', 'Reserve', 'today', 'announced', 'following', 'policy', 'action', 'Board', 'Governors', 'approved', 'reduction', 'discount', 'rate', '5-1/4', 'percent', '5', 'percent', 'effective', 'immediately', 'related', 'move', 'Federal', 'Open', 'Market', 'Committee', 'agreed', 'reduction', 'would', 'reflected', 'fully', 'interest', 'rate', 'reserve', 'market', 'expected', 'result', 'reduction', 'federal', 'fund', 'rate', '25', 'basis', 'point', '5-1/2', 'percent', '5-1/4', 'percent', 'Moderating', 'economic', 'expansion', 'recent', 'month', 'reduced', 'potential', 'inflationary', 'pressure', 'going', 'forward', 'price', 'cost', 'trend', 'already', 'subdued', 'slight', 'easing', 'monetary', 'policy', 'consistent', 'contained', 'inflation', 'sustainable', 'growth', 'taking', 'discount', 'action', 'Board', 'approved', 'request', 'submitted', 'Boards', 'Directors', 'Federal', 'Reserve', 'Banks', 'New', 'York', 'Philadelphia', 'Cleveland', 'Atlanta', 'Minneapolis', 'Dallas', '1996', 'Monetary', 'policy', 'Last', 'update', 'March', '16', '2001', 'SECTION', 'taking', 'discount', 'action', 'Board', 'approved', 'request', 'submitted', 'Boards', 'Directors', 'Federal', 'Reserve', 'Banks', 'New', 'York', 'Philadelphia', 'Cleveland', 'Atlanta', 'Minneapolis', 'Dallas', 'SECTION', '1996', 'Monetary', 'policy', 'Last', 'update', 'March', '16', '2001']",39.573856353759766,39.98598861694336,40.1331672668457,39.96636962890625,40.290184020996094,40.67287826538086,40.90837478637695,41.34993743896485,41.340126037597656,41.65412902832031,41.565799713134766,41.2027473449707,40.9476318359375,40.78082275390625,40.37849426269531,40.87895202636719,5.613999843597412,5.580999851226807
